word,pos,meaning,altMeanings,rawMeaning,confidence,source,sources,rawSeparators
obtain,verb,得る,手に入れる,～を手に入れる / を得る / ～を得る / （資格，許可，情報など）を得る,1,,"teppeki,target1900,systan,leap,passtan1",5
pain,noun,苦痛,痛み / 苦悩 / 骨折り,苦痛，痛み / 苦悩 / 〔～s〕骨折り / 苦痛 / 苦痛 （―s）苦労,1,,"target1900,systan,leap",5
passive,adjective,受動的な,消極的な / 受け身の,受け身の、受動的な / 受動的な / 消極的な / 受動的な、消極的な,1,,"teppeki,target1900,systan,leap",5
patent,noun,特許,特許品 / 明白な / 見えすいた,特許 / ～の特許をとる / 特許（権） / 特許品 / 特許 (権) ～の特許をとる 明白な，見えすいた,1,,"teppeki,target1900,systan,leap,eiken1",5
peasant,noun,小作農,農夫 / 小作人 / 貧農,小作農、農夫 / 小作農 / （個々の）小作農 / (発展途上国などの)小作人、貧農,1,,"teppeki,systan,leap,passtan1",5
policy,noun,政策,方針 / 主義 / 保険契約,政策、方針 / （個人の）主義 / 政策 / 政策 方針 保険契約，約款,1,,"teppeki,target1900,systan,leap",5
pour,verb,注ぐ,流れ込む / 激しく降る / 押し寄せる,～を注ぐ / 流れ込む / を注ぐ / 激しく降る / 押し寄せる / ～を注ぐ 降りそそぐ,1,,"teppeki,target1900,systan,leap",5
precede,verb,先行する,優先する / 先んじる,～より先行する / に先行する / に優先する / 先行する / ～に先行する / に先んじる,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
premise,noun,前提,敷地 / 仮定 / 構内,前提、仮定 / 前提 / 〔～s〕（建物を含めた）構内、敷地 / 前提 (―s)(建物を含めた)敷地,1,,"teppeki,target1900,systan,leap,eiken1",5
prescribe,verb,処方する,指示する / 規定する,～(薬)を処方する / 指示する / （薬など）を処方する / を規定する / 処方する / (薬など)を処方する (行為など)を指示する,1,,"teppeki,target1900,systan,leap,eiken1",5
prestige,noun,名声,威信 / 声,"声, 威信 / 名声 / 〔形容詞的に〕名声のある / 名声，威信",1,,"teppeki,target1900,systan,leap,eiken1",5
presume,verb,推定する,前提とする / 思う,と思う / と推定する / を前提とする / 推定する、思う / （人が主語）～と推定する （計画などが主語）～を前提とする,1,,"target1900,systan,leap,passtan1",5
previous,adjective,前の,以前の,前の / 以前の，前の / （時間，順序で）前の，以前の,1,,"teppeki,target1900,systan,leap",5
profit,noun,利益,収益 / 得 / もうけ,利益 / 収益（率） / 得 / もうけ / 利益，利潤,1,,"teppeki,target1900,systan,leap",5
pronounce,verb,発音する,宣言する / 宣告する / 断言する,～を発音する / を発音する / を宣言する / 〈単語など〉を発音する / （単語など）を発音する （判決など）を宣告する，～と断言する,1,,"teppeki,target1900,systan,leap",5
proper,adjective,適切な,適度の / 正式の / 主要な,適度の、適切な / 適切な / 正式の / 〔名詞の後ろで〕主要な / （～に）固有の（to）,1,,"teppeki,target1900,systan,leap",5
publish,verb,出版する,公表する / 発表する,～を出版する、公表する / を出版する / を公表する / ～を出版する / ～を出版する （公式に結果など）を発表する,1,,"teppeki,target1900,systan,leap",5
quit,verb,やめる,中止する / 去る,やめる、中止する / をやめる / （場所）を去る / ～をやめる / ～を（完全に）やめる,1,,"teppeki,target1900,systan,leap",5
range,noun,範囲,射程距離 / 組 / 領域,範囲 / 射程距離 / （同類の）組 / 範囲 （from A to B）（A からB の）範囲に及ぶ / 範囲、領域,1,,"teppeki,target1900,systan,leap,passtan1",5
rare,adjective,珍しい,稀な / めったにない / まれな,"稀な, めったにない / まれな，珍しい / 希少な / 珍しい",1,,"teppeki,target1900,systan,leap",5
raw,adjective,生の,未加工の / 加工していない / 加工されていない,生の、加工していない / 生の / 未加工の / 生の，加工されていない,1,,"teppeki,target1900,systan,leap,passtan1",5
rebel,verb,反逆する,反抗する,反逆者、反逆する / 反逆者 / 反逆者 (against ～)(～に)反逆する，反抗する / 反逆する,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
recession,noun,不況,不景気 / 後退,"不景気, 不況 / 不況 / 後退 / 不況，不景気",1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
recover,verb,回復する,取り戻す,(～から)回復する(from～) / ～を取り戻す / 回復する / を取り戻す / Aから回復する / （from ～）（～から）回復する （盗品など）を取り戻す,1,,"teppeki,target1900,systan,leap",5
reduce,verb,減らす,削減する / する / 変える,～を減らす、削減する / を減らす / を（～に）変える（to） / ～を減らす / ～を減らす （A to B)A をB にする,1,,"teppeki,target1900,systan,leap",5
reign,noun,統治,治世,統治、治世 / 君臨する / 治世 / 統治 / (君主などの)統治 (期間) 君臨する,1,,"teppeki,target1900,systan,leap,eiken1",5
reinforce,verb,補強する,強化する / 強める,を強化する / を補強する / 強める / ～を補強する / を補強する、を強化する,1,,"target1900,systan,leap,passtan1,eiken1",5
reputation,noun,評判,名声 / うわさ / 評判 可算,"評判, うわさ / 評判 / 名声 / （人，物の）評判〈可算〉",1,,"teppeki,target1900,systan,leap,passtan1",5
resent,verb,憤慨する,腹を立てる / 憤る,憤慨する、腹を立てる / に憤慨する / 腹を立てる / ～に憤慨する / に憤る,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
resort,verb,訴える,頼る,(～[手段]に)訴える(to～) 行楽地 / （好ましくない手段に）訴える，頼る（to） / Aに訴える / （to ～）（～に）訴える 行楽地 手段 / （ある手段に）訴える,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
reward,noun,報酬,報い / 褒美 / 懸賞金,報酬 / 報い / 報酬，褒美 ，懸賞金 ～に褒美を与える，報いる,1,,"teppeki,target1900,systan,leap",5
roam,verb,歩き回る,徘徊する / 放浪する,歩き回る、徘徊する / ～を徘徊する / （を）歩き回る / 放浪する / 歩き回る,1,,"teppeki,target1900,systan,leap,passtan1",5
rub,verb,こする,塗る / こすりつける,～をこする / （を）こする / （～に）を塗る（on / over） / こする / ～をこする (against ～)( ～に)こすりつける,1,,"teppeki,target1900,systan,leap",5
sacrifice,verb,犠牲にする,,犠牲にする / 犠牲 / 生け贄 / いけにえ / ～を犠牲にする / ～を犠牲にする 犠牲,1,,"teppeki,target1900,systan,leap,passtan1",5
scope,noun,範囲,領域 / 機会 / 余地,"(活動などの)範囲, 領域 / 機会 / （活動・能力などの）範囲 / 余地 / 範囲",1,,"teppeki,target1900,systan,leap,eiken1",5
sensitive,noun,敏感な,神経質な / 微妙な / 傷つきやすい,敏感な(to～) / 敏感な / 神経質な / 微妙な / 敏感な、傷つきやすい,1,,"teppeki,target1900,systan,passtan1",5
soil,noun,土壌,土 / 土地 / 温床,土、土壌 / 土地，土壌 / （悪事などの）温床 / 土壌,1,,"teppeki,target1900,systan,leap,passtan1",5
solve,verb,解決する,解く / 解明する,"～を解く, 解決する / を解く，解明する / （困難など）を解決する / ～を解決する",1,,"teppeki,target1900,systan,leap",5
soothe,verb,なだめる,和らげる / やわらげる,～をなだめる、和らげる / をなだめる / を和らげる / なだめる / （人）をなだめる （痛みなど）をやわらげる,1,,"teppeki,target1900,systan,leap,eiken1",5
sore,adjective,痛い,腹が立って / 心が痛む / 触れてほしくない,(喉、筋肉などがヒリヒリ)痛い / 痛い / 腹が立って / （のどや筋肉が）痛い （話題など）触れてほしくない，心が痛む,1,,"teppeki,target1900,systan,leap",5
speculate,verb,推測する,熟考する / 投機する / 投機をする,～を推測する、熟考する / （と）推測する / 投機する / 推測する / 推測する （株・土地などに）投機をする,1,,"teppeki,target1900,systan,leap",5
spread,verb,広がる,広げる / 普及する / 広める,"広がる, 普及する / を広める / 広がる / ～を広げる / ～を広げる 広がる 広がり",1,,"teppeki,target1900,systan,leap",5
starve,verb,飢える,渇望する / 飢えさせる / 餓死する,飢える、空腹である / 飢える / （～を）渇望する（for） / を飢えさせる / 餓死する （be ―ing）とてもお腹が空いている,1,,"teppeki,target1900,systan,leap,passtan1",5
steady,adjective,着実な,安定した / 一定の / しっかりした,安定した、着実な / 着実な，一定の / 安定した / しっかりした,1,,"teppeki,target1900,systan,leap,passtan1",5
structure,noun,構造,体系 / 構造物 / 構成,"構造, 構成, 骨格 / 構造 / 体系 / 構造物",1,,"teppeki,target1900,systan,leap,passtan1",5
stumble,verb,つまずく,よろけながら歩く / 偶然でくわす / 偶然出会う,つまずく / (～に)偶然でくわす(on[upon]) / よろけながら歩く / （～に）つまずく（on / over） / つまずく （across［into］～）（～に）偶然出会う,1,,"teppeki,target1900,systan,leap,passtan1",5
succeed,verb,成功する,継承する / の後を継ぐ / 次いで起こる,成功する、～の後を継ぐ、～に次いで起こる / （～に）成功する（in） / （～を）継承する（to） / （in ～）（～に）成功する （to ～）（家業などを）継ぐ,1,,"teppeki,target1900,leap",5
sufficient,adjective,十分な,（ に / ...するのに）十分な（,"十分な / （～に / ...するのに）十分な（for / to do） / 十分な（for ～に, to do ～するのに）",1,,"teppeki,target1900,systan,leap,passtan1",5
tense,noun,緊張した,張り詰めた / 時制 / ぴんと張った,"緊張した, ぴんと張った / 張り詰めた，緊張した / 張り詰めた （人が）緊張した 時制 / (動詞の)時制",1,,"teppeki,target1900,leap,passtan1,eiken1",5
theory,noun,理論,学説 / 原理 / 推測,"理論, 学説 / 学説 / 理論 / 原理 / 推測",1,,"teppeki,target1900,systan,leap,passtan1",5
tissue,noun,組織,ティッシュペーパー / 布 / 繊維,(細胞の)組織 / (ガーゼなどの)布、繊維 / （生物の）組織 / ティッシュペーパー / 組織 ティッシュペーパー,1,,"teppeki,target1900,systan,leap,passtan1",5
token,noun,しるし,印 / 代用硬貨 / トークン,しるし / 印 / （as a ― of）（～の）しるし（として)（バスなどで使われる）代用硬貨，トークン 〈英〉商品引換券 / (気持ちなどの)しるし、記念品,1,,"teppeki,systan,leap,passtan1",5
traffic,verb,密売買する,,交通 / 通行 / 交通［輸送］量 / （不正）取引 / 交通（量）〈不可算〉 / を密売買する,1,,"target1900,leap,eiken1",5
transplant,verb,移植する,移住させる,～を移植する / 移植 / を移植する / を移住させる / （花や木，器官など）を移植する 移植,1,,"teppeki,target1900,systan,leap,passtan1",5
trivial,adjective,ささいな,取るに足らない / ありふれた / 取るに足りない,"ささいな, ありふれた / ささいな，取るに足りない / ささいな / 取るに足らない",1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
undergo,verb,経験する,受ける / 耐える,～(悪いこと・辛いこと・変化)を経験する / を経験する / （手術など）を受ける / に耐える / ～を経験する / （検査・治療）を受ける,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
universal,adjective,普遍的な,宇宙の / 万能の / 共通の,普遍的な / 宇宙の / 万能の / (あらゆる人に)共通の、全員の、普遍的な,1,,"teppeki,target1900,leap,passtan1",5
vast,adjective,広大な,莫大な,莫大な、広大な / 莫大な / 広大な / （地域，土地が）広大な （数量が）莫大な,1,,"teppeki,target1900,systan,leap",5
vertical,adjective,垂直の,縦の / 縦方向の / 垂直な,垂直の、縦の / 垂直の（⇔ horizontal 水平な） / 縦方向の / 垂直な / 垂直の,1,,"teppeki,target1900,systan,leap,eiken1",5
via,other,経由で,の媒介で / よって / の手段によって,～経由で / ～の媒介で / 経由で / ～経由で ～によって / ～の手段によって、～経由で,1,,"target1900,systan,leap,passtan1",5
vigorous,adjective,精力的な,激しい / 活力のある / 活発な,精力的な / 激しい / 活力のある / (人，活動が)精力的な 活発な / 積極的な,1,,"target1900,systan,leap,passtan1,eiken1",5
